Year,Month,Day,Precipitation,TempAirMax,TempAirMin,patch
1986,9,4,4.064,30,16,0
1986,9,5,0,31,15.5,0
1986,9,6,0,31.5,18,0
1986,9,7,0,27,14.5,0
1986,9,8,0,28,18,0
1986,9,9,0,27,15,0
1986,9,10,0,27,15,0
1986,9,11,0,28,15.5,0
1986,9,12,0,29.5,15.5,0
1986,9,13,0,29.5,13.5,0
1986,9,14,0,29,16,0
1986,9,15,0,30,15,0
1986,9,16,0,31,15,0
1986,9,17,0,30,16,0
1986,9,18,0,31.5,16,0
1986,9,19,0,31,16.5,0
1986,9,20,0,30,16,0
1986,9,21,0,30.5,17.5,0
1986,9,22,0,31,15,0
1986,9,23,0,15,12,0
1986,9,24,0,19,7.5,0
1986,9,25,0,22,15,0
1986,9,26,0,23.5,10.5,0
1986,9,27,0,24.5,11.6779818,1
1986,9,28,0,27.0524695,13.6281124,1
1986,9,29,0,24.7336585,12.1211933,1
1986,9,30,36.322,27,11,0
1986,10,1,0,26.5,13.5,0
1986,10,2,0.254,22,13.5,0
1986,10,3,0,22,10.5,0
1986,10,4,0,23,11,0
1986,10,5,7.112,22.5,10,0
1986,10,6,0,19.5,9.5,0
1986,10,7,0,24.5,10.5,0
1986,10,8,0,22.5,12,0
1986,10,9,0,24.5,11,0
1986,10,10,14.986,19.5,9,0
1986,10,11,0,16.5,5.5,0
1986,10,12,0,10.5,6.5,0
1986,10,13,37.338,15,6,0
1986,10,14,0,19,7,0
1986,10,15,0,23,8,0
1986,10,16,0,23.5,8,0
1986,10,17,3.048,24,9.5,0
1986,10,18,0,24.5,8,0
1986,10,19,0,24.5,7,0
1986,10,20,0,24,13.6281124,1
1986,10,21,0,21.7824445,6.1821592,1
1986,10,22,0,24.7336585,6.714013,1
1986,10,23,0,24.7336585,6.714013,1
1986,10,24,0,23,7,0
1986,10,25,0,21,8,0
1986,10,26,0,20,12.5,0
1986,10,27,0,19.5,9,0
1986,10,28,0,23.5,11,0
1986,10,29,0,21.5,12,0
1986,10,30,0,28.5,12,0
1986,10,31,0,28.5,3,0
1986,11,1,0,22.94185,14.0713239,1
1986,11,2,0,16.5124195,12.6530471,1
1986,11,3,0,15.353014,10.6142742,1
1986,11,4,0,14.1936085,5.7389477,1
1986,11,5,0,17.039422,4.7638824,1
1986,11,6,0,19.990636,5.7389477,1
1986,11,7,0,16.5124195,9.1959974,1
1986,11,8,0,15.353014,5.2070939,1
1986,11,9,0,18.304228,4.2320286,1
1986,11,10,0,19.990636,6.714013,1
1986,11,11,0,16.5124195,5.2070939,1
1986,11,12,0,18.304228,6.714013,1
1986,11,13,0,11.2423945,6.714013,1
1986,11,14,0,10,7,0
1986,11,15,0,10.5,7,0
1986,11,16,0,14,9,0
1986,11,17,0,14.5,10,0
1986,11,18,0,13,6.5,0
1986,11,19,6.096,16,6,0
1986,11,20,0,16,5.5,0
1986,11,21,0,18,7,0
1986,11,22,0,17,4,0
1986,11,23,0,11,1,0
1986,11,24,0,10,1.5,0
1986,11,25,0,15.5,2.5,0
1986,11,26,0,10,2,0
1986,11,27,0,18.5,2,0
1986,11,28,0,17.039422,0.3317674,1
1986,11,29,0,18.8312305,1.7500442,1
1986,11,30,0,15,0.5,0
1986,12,1,0,15,1,0
1986,12,2,0,17,2,0
1986,12,3,0,18,4,0
1986,12,4,0,15,7,0
1986,12,5,0,12,7.5,0
1986,12,6,0,10.5,6.5,0
1986,12,7,0,13,4,0
1986,12,8,8.89,9,0.5,0
1986,12,9,0,10,0,0
1986,12,10,1.27,0,-3,0
1986,12,11,1.016,3.5,-3,0
1986,12,12,0,6,-1.5,0
1986,12,13,0,10,-1.5,0
1986,12,14,0,13,1.5,0
1986,12,15,0,14.5,6.5,0
1986,12,16,0,10.5,6,0
1986,12,17,0,7,3.5,0
1986,12,18,0,8.5,0.5,0
1986,12,19,0,7,1,0
1986,12,20,0,10,3,0
1986,12,21,0,3.5,3,0
1986,12,22,0,7.5,1,0
1986,12,23,0,10.5,1,0
1986,12,24,0,9.5,0.5,0
1986,12,25,0,9,0,0
1986,12,26,0,10,-0.5,0
1986,12,27,0,10.5,0.5,0
1986,12,28,0,10,0.5,0
1986,12,29,0,11,1,0
1986,12,30,0,13,1,0
1986,12,31,0,12.5,1,0
1987,1,1,0,15,2.5,0
1987,1,2,0,14.5,1.5,0
1987,1,3,0,14,0,0
1987,1,4,0,17,9,0
1987,1,5,0,13.5,-0.5,0
1987,1,6,0,11,-0.5,0
1987,1,7,0,14,0,0
1987,1,8,0,9,-2,0
1987,1,9,0,8,-2,0
1987,1,10,0,12.5,-1.5,0
1987,1,11,0,15.4082682,-2.5535452,1
1987,1,12,0,16,1,0
1987,1,13,0,18,3.5,0
1987,1,14,0,15.5,1.6415498,1
1987,1,15,0,16.9673926,3.990803,1
1987,1,16,0,16.4171134,3.990803,1
1987,1,17,0,2.6601334,-2.9730547,1
1987,1,18,0,4.2192578,-5.8257193,1
1987,1,19,0,8.2546386,-3.4764661,1
1987,1,20,0,6.2369482,2.5644707,1
1987,1,21,0,7.7960726,-2.9730547,1
1987,1,22,0,11.8314534,-0.7077034,1
1987,1,23,0,13.8491438,0.7186289,1
1987,1,24,0,14.399423,-0.7077034,1
1987,1,25,0,16.4171134,0.2991194,1
1987,1,26,0.508,20.5442074,1.2220403,1
1987,1,27,NA,21.0027734,0.7186289,1
1987,1,28,NA,20.5442074,4.9137239,1
1987,1,29,NA,23.570743,3.0678821,1
1987,1,30,NA,23.0204638,2.5644707,1
1987,1,31,NA,22.0116186,9.1088189,1
1987,2,1,NA,15.9585474,1.6415498,1
1987,2,2,NA,20.5442074,1.6415498,1
1987,2,3,NA,22.5618978,3.0678821,1
1987,2,4,NA,22.0116186,0.6,1
1987,2,5,0,15.6,2.2,0
1987,2,6,0,13.9,0.6,0
1987,2,7,0,14.4,2.8,0
1987,2,8,0,16.1,2.8,0
1987,2,9,0,17.8,4.4,0
1987,2,10,0,21.1,6.1,0
1987,2,11,2.794,19.4,7.8,0
1987,2,12,0,20.6,6.1,0
1987,2,13,0,20.6,8.3,0
1987,2,14,0,16.1,2.2,0
1987,2,15,0,18.9,3.3,0
1987,2,16,0,14.4,1.1,0
1987,2,17,0,15,1.7,0
1987,2,18,0,15,0.6,0
1987,2,19,0,13.3,1.7,0
1987,2,20,0,12.8,1.7,0
1987,2,21,10.922,7.8,-0.6,0
1987,2,22,0,11.1,0,0
1987,2,23,0,13.3,4.4,0
1987,2,24,0,13.3,7.8,0
1987,2,25,10.16,13.9,1.7,0
1987,2,26,0,10,1.7,0
1987,2,27,0,10.6,-1.1,0
1987,2,28,0,12.2,2.2,0
1987,3,1,0,17.2,3.3,0
1987,3,2,0,18.9,3.3,0
1987,3,3,0,20.6,5,0
1987,3,4,0,19.4,5.6,0
1987,3,5,0,21.1,5.6,0
1987,3,6,0,22.8,7.2,0
1987,3,7,0,21.1,5,0
1987,3,8,0,21.1,6.7,0
1987,3,9,0,20,7.2,0
1987,3,10,0,16.7,5.6,0
1987,3,11,0,20,7.2,0
1987,3,12,0,21.7,6.7,0
1987,3,13,0,23.9,7.2,0
1987,3,14,0,22.8,10,0
1987,3,15,2.286,20,3.3,0
1987,3,16,0,11.1,6.1,0
1987,3,17,0,16.1,3.9,0
1987,3,18,0,19.4,8.3,0
1987,3,19,0,20,8.3,0
1987,3,20,0,20.6,3.3,0
1987,3,21,0,20.6,10,0
1987,3,22,1.27,12.8,3.3,0
1987,3,23,0,15,1.7,0
1987,3,24,0,16.7,4.4,0
1987,3,25,0,12.2,1.7,0
1987,3,26,0,16.1,4.4,0
1987,3,27,0,18.9,0.6,0
1987,3,28,0,16.1,0,0
1987,3,29,0,12.8,-1.7,0
1987,3,30,0,15,1.1,0
1987,3,31,0,21.1,6.1,0
1987,4,1,0,25,7.2,0
1987,4,2,0,20,3.9,0
1987,4,3,0,22.2,7.2,0
1987,4,4,2.286,12.8,2.2,0
1987,4,5,0,18.3,5.6,0
1987,4,6,0,18.9,5,0
1987,4,7,0,18.3,3.9,0
1987,4,8,0,20.6,7.2,0
1987,4,9,0,22.8,8.9,0
1987,4,10,0,25,8.3,0
1987,4,11,0,26.1,11.7,0
1987,4,12,0,24.4,5.6,0
1987,4,13,0,21.1,5.6,0
1987,4,14,0,24.4,10,0
1987,4,15,0,28.3,9.4,0
1987,4,16,0,28.3,13.3,0
1987,4,17,0,29.4,11.1,0
1987,4,18,8.382,27.2,11.1,0
1987,4,19,0,20.6,9.4,0
1987,4,20,0,23.9,13.3,0
1987,4,21,4.572,13.9,10.6,0
1987,4,22,0,18.3,7.2,0
1987,4,23,0,22.8,8.9,0
1987,4,24,0,24.4,10,0
1987,4,25,0,23.9,11.1,0
1987,4,26,0.254,23.9,12.8,0
1987,4,27,2.286,22.2,10,0
1987,4,28,0,23.3,10,0
1987,4,29,0,23.3,13.3,0
1987,4,30,0,25,9.4,0
1987,5,1,0,25,8.9,0
1987,5,2,0,22.8,10,0
1987,5,3,0,23.9,10,0
1987,5,4,0,26.1,12.2,0
1987,5,5,0,26.1,11.1,0
1987,5,6,0,25.6,11.7,0
1987,5,7,0,23.3,10,0
1987,5,8,0,23.9,10.6,0
1987,5,9,1.016,25.6,12.8,0
1987,5,10,0,26.1,11.7,0
1987,5,11,0,27.2,13.9,0
1987,5,12,0,28.9,13.3,0
1987,5,13,0,28.3,13.9,0
1987,5,14,0,28.9,12.8,0
1987,5,15,0,27.2,13.3,0
1987,5,16,0,27.8,13.3,0
1987,5,17,0,28.3,13.9,0
1987,5,18,0,27.2,13.9,0
1987,5,19,0,25,11.1,0
1987,5,20,8.636,24.4,10,0
1987,5,21,0,24.4,10.6,0
1987,5,22,0,26.1,12.8,0
1987,5,23,0,26.7,11.7,0
1987,5,24,0,26.7,10.6,0
1987,5,25,0,25.6,12.8,0
1987,5,26,0,25,7.2,0
1987,5,27,0,23.9,9.4,0
1987,5,28,0,23.9,11.7,0
1987,5,29,0,26.1,12.2,0
1987,5,30,0,27.2,11.7,0
1987,5,31,0,28.9,13.9,0
1987,6,1,0,27.8,14.4,0
1987,6,2,0,31.7,13.9,0
1987,6,3,0,31.1,14.4,0
1987,6,4,0,25.6,14.4,0
1987,6,5,0,26.1,13.3,0
1987,6,6,5.334,27.2,13.9,0
1987,6,7,0,28.9,15,0
1987,6,8,0,30.6,13.3,0
1987,6,9,0,30.6,15,0
1987,6,10,0.254,33.2923422,14.7302462,1
1987,6,11,1.016,33.2923422,18.9253412,1
1987,6,12,0,31.7,17.2,0
1987,6,13,0,32.8,17.2,0
1987,6,14,0,33.9,19.4,0
1987,6,15,0,33.9,16.1,0
1987,6,16,0,33.9,16.1,0
1987,6,17,0,34.4,16.1,0
1987,6,18,0,34.4,14.4,0
1987,6,19,0,32.8,15.6,0
1987,6,20,0,32.8,14.4,0
1987,6,21,0,32.2,13.9,0
1987,6,22,0,32.2,15.6,0
1987,6,23,0,33.3,19.4,0
1987,6,24,0.508,33.9,19.4,0
1987,6,25,0,33.3,17.2,0
1987,6,26,0.508,31.7,16.1,0
1987,6,27,0,32.2,16.7,0
1987,6,28,0,33.3,15.6,0
1987,6,29,0,32.8,15,0
1987,6,30,0,32.8,17.2,0
1987,7,1,0,33.9,17.8,0
1987,7,2,0,35.6,17.2,0
1987,7,3,0,35.6,17.8,0
1987,7,4,0,35,17.2,0
1987,7,5,0,33.3,16.7,0
1987,7,6,0,33.9,16.1,0
1987,7,7,0,33.3,15.6,0
1987,7,8,0,36.1,21.7,0
1987,7,9,0,35.6,21.1,0
1987,7,10,0,36.1,20,0
1987,7,11,0,36.1,20.6,0
1987,7,12,0,37.2,20,0
1987,7,13,0,37.8,22.8,0
1987,7,14,0,35.6,20.6,0
1987,7,15,1.27,33.9,20,0
1987,7,16,10.668,27.2,17.8,0
1987,7,17,0,32.2,20,0
1987,7,18,0,33.3,19.4,0
1987,7,19,0,35.6,22.2,0
1987,7,20,0,34.4,22.2,0
1987,7,21,4.826,34.4,21.7,0
1987,7,22,0,36.7,21.7,0
1987,7,23,1.016,37.2,21.7,0
1987,7,24,0,36.1,21.1,0
1987,7,25,0,34.4,22.2,0
1987,7,26,0,34.4,20.6,0
1987,7,27,19.812,33.3,21.7,0
1987,7,28,5.08,32.742063,20.771183,1
1987,7,29,28.448,28.3,20,0
1987,7,30,14.732,29.4,21.1,0
1987,7,31,3.556,31.1,21.7,0
1987,8,1,0,33.3,21.7,0
1987,8,2,1.524,33.9,21.1,0
1987,8,3,0.762,33.9,20,0
1987,8,4,3.556,32.2,21.1,0
1987,8,5,0.762,33.3,22.8,0
1987,8,6,0,32.8,22.2,0
1987,8,7,1.27,30.6,22.2,0
1987,8,8,0,31.1,20.6,0
1987,8,9,6.096,31.1,20,0
1987,8,10,0,28.3,19.4,0
1987,8,11,0.254,27.8,17.8,0
1987,8,12,1.778,30,18.9,0
1987,8,13,0,27.8,17.2,0
1987,8,14,0,30,20,0
1987,8,15,0,31.7,17.8,0
1987,8,16,0,31.7,18.3,0
1987,8,17,0,32.8,19.4,0
1987,8,18,0,34.4,21.1,0
1987,8,19,13.208,34.4,18.3,0
1987,8,20,0,31.7,19.4,0
1987,8,21,0,32.8,17.2,0
1987,8,22,0,31.1,18.3,0
1987,8,23,5.588,30.6,18.3,0
1987,8,24,0,27.8,17.8,0
1987,8,25,1.27,28.3,16.1,0
1987,8,26,17.526,26.7,13.9,0
1987,8,27,0,27.6061238,13.8073253,1
1987,8,28,0,29.1652482,18.0024203,1
1987,8,29,0,30.7243726,18.0024203,1
1987,8,30,0,31.1829386,14.2268348,1
1987,8,31,0,30.7243726,17.0794994,1
1987,9,1,0,30.7243726,17.0794994,1
1987,9,2,0,28.7066822,15.6531671,1
1987,9,3,0,28.3,17.2,0
1987,9,4,5.588,21.1,16.7,0
1987,9,5,12.446,24.4,15,0
1987,9,6,0,26.7,16.7,0
1987,9,7,0,28.9,16.1,0
1987,9,8,0,29.4,15,0
1987,9,9,0,29.4,15.6,0
1987,9,10,0,32.8,18.9,0
1987,9,11,0,32.2,18.9,0
1987,9,12,0,31.7,18.9,0
1987,9,13,2.54,28.9,16.1,0
1987,9,14,0,28.9,12.8,0
1987,9,15,0,29.4,16.1,0
1987,9,16,0,30.6,16.7,0
1987,9,17,0.508,26.1,15.6,0
1987,9,18,0,28.3,15,0
1987,9,19,0,28.3,14.4,0
1987,9,20,0,29.4,16.7,0
1987,9,21,5.842,27.2,13.9,0
1987,9,22,0,25,14.4,0
1987,9,23,0,27.2,14.4,0
1987,9,24,0.508,25.6,13.9,0
1987,9,25,0,26.7,15.6,0
1987,9,26,0,26.7,15.6,0
1987,9,27,0,27.8,14.4,0
1987,9,28,0,29.4,14.4,0
1987,9,29,19.05,26.7,13.9,0
1987,9,30,0,23.9,12.2,0
1987,10,1,0,26.1,13.3,0
1987,10,2,0,26.7,13.3,0
1987,10,3,0,25,12.8,0
1987,10,4,0,28.9,15,0
1987,10,5,0,29.4,14.4,0
1987,10,6,0,30.6,15.6,0
1987,10,7,0,30.6,15.6,0
1987,10,8,6.858,31.1829386,10.9546607,1
1987,10,9,0,30.1740934,12.380993,1
1987,10,10,0,31.1829386,12.380993,1
1987,10,11,0,30.1740934,13.3039139,1
1987,10,12,0,30.7243726,11.8775816,1
1987,10,13,0,30.1740934,17.4990089,1
1987,10,14,0,27.1475578,15.6531671,1
1987,10,15,0,23.570743,10.9546607,1
1987,10,16,0,25.5884334,10.9546607,1
1987,10,17,0,25.5884334,9.6122303,1
1987,10,18,0,26.1,11.7,0
1987,10,19,0,26.1,13.3,0
1987,10,20,0,24.4,12.2,0
1987,10,21,3.302,23.3,13.3,0
1987,10,22,0,22.2,14.4,0
1987,10,23,2.286,23.3,13.9,0
1987,10,24,0,25,12.8,0
1987,10,25,0,27.2,13.3,0
1987,10,26,0,28.9,16.7,0
1987,10,27,0,28.9,15.6,0
1987,10,28,0,30,17.8,0
1987,10,29,0.254,25,13.9,0
1987,10,30,0,27.2,16.7,0
1987,10,31,0,25,12.8,0
1987,11,1,4.064,25,10,0
1987,11,2,0,23.9,12.2,0
1987,11,3,0,23.9,11.1,0
1987,11,4,0,25.6,12.8,0
1987,11,5,0,25.6,9.4,0
1987,11,6,0,22.2,7.2,0
1987,11,7,0,21.1,7.2,0
1987,11,8,0,20.6,7.2,0
1987,11,9,0,18.9,7.2,0
1987,11,10,0,19.4,5.6,0
1987,11,11,0,22.2,7.8,0
1987,11,12,0,22.8,8.3,0
1987,11,13,0,25.6,10.6,0
1987,11,14,1.016,22.2,10,0
1987,11,15,0,13.9,1.7,0
1987,11,16,0,17.8,5,0
1987,11,17,0,20,7.8,0
1987,11,18,0,19.4,2.2,0
1987,11,19,0,18.9,3.9,0
1987,11,20,0,21.1,6.7,0
1987,11,21,0,25,6.7,0
1987,11,22,0,22.2,7.8,0
1987,11,23,0,22.2,6.7,0
1987,11,24,0,20,5,0
1987,11,25,0,21.1,1.1,0
1987,11,26,0,13.9,1.1,0
1987,11,27,0,13.9,0,0
1987,11,28,0,17.8,2.2,0
1987,11,29,0,17.2,1.1,0
1987,11,30,0,15.6,3.3,0
1987,12,1,0,17.8,5.6,0
1987,12,2,0,19.4,6.7,0
1987,12,3,0,21.1,6.1,0
1987,12,4,0,22.8,8.3,0
1987,12,5,0,19.4,4.4,0
1987,12,6,0,17.8,4.4,0
1987,12,7,0,19.4,3.3,0
1987,12,8,0,17.8,2.8,0
1987,12,9,0,17.8,4.4,0
1987,12,10,0,20.6,7.2,0
1987,12,11,0,23.3,6.7,0
1987,12,12,1.524,21.7,5.6,0
1987,12,13,7.112,6.7,-1.7,0
1987,12,14,0.762,7.2,-2.8,0
1987,12,15,0,8.9,0.6,0
1987,12,16,0,9.4,1.7,0
1987,12,17,20.828,13.3,5.6,0
1987,12,18,6.858,10.6,4.4,0
1987,12,19,1.27,13.3,5,0
1987,12,20,0,13.3,3.3,0
1987,12,21,0,15,3.3,0
1987,12,22,0,16.7,6.7,0
1987,12,23,0,18.3,6.1,0
1987,12,24,0,13.3,1.7,0
1987,12,25,0,5.6,-3.9,0
1987,12,26,0,5,-3.9,0
1987,12,27,0,7.8,-2.2,0
1987,12,28,0,10.6,1.1,0
1987,12,29,11.176,12.8,3.3,0
1987,12,30,0,12.2,0,0
1987,12,31,0,12.8,3.3,0
1988,1,1,0,11.7,1.7,0
1988,1,2,0,12.2,1.1,0
1988,1,3,0,17.2,6.1,0
1988,1,4,0,18.3,5.6,0
1988,1,5,0,17.2,8.9,0
1988,1,6,4.064,15.6,2.8,0
1988,1,7,0,15.6,2.2,0
1988,1,8,0,16.7,2.2,0
1988,1,9,0,15,2.8,0
1988,1,10,0,17.8,5,0
1988,1,11,0,15.6,3.9,0
1988,1,12,0,18.3,3.3,0
1988,1,13,0,18.3,2.8,0
1988,1,14,0,17.8,1.7,0
1988,1,15,0,18.3,7.8,0
1988,1,16,0,15.6,5.6,0
1988,1,17,0,15.6,5,0
1988,1,18,15.24,10,4.4,0
1988,1,19,0,9.4,-1.1,0
1988,1,20,0,7.8,-1.1,0
1988,1,21,3.048,18.3,-0.6,0
1988,1,22,0,7.7960726,0.2991194,1
1988,1,23,0,10.8226082,-2.9730547,1
1988,1,24,0,14.399423,-0.7077034,1
1988,1,25,0,13.8491438,-0.204292,1
1988,1,26,0,16.9673926,-1.6306243,1
1988,1,27,0,16.9673926,3.990803,1
1988,1,28,0,20.5442074,2.1449612,1
1988,1,29,0,18.9,0.6,0
1988,1,30,0,19.5353622,4.9137239,1
1988,1,31,0,19.9939282,1.6415498,1
1988,2,1,0,17.4259586,2.1449612,1
1988,2,2,0,20.5442074,4.9137239,1
1988,2,3,0,19.9939282,10.0317398,1
1988,2,4,0,17.9762378,9.1088189,1
1988,2,5,21.59,8.2546386,4.9137239,1
1988,2,6,0,6.2369482,0,1
1988,2,7,0,11.1,-0.6,0
1988,2,8,0,14.4,2.2,0
1988,2,9,0,18.9,2.2,0
1988,2,10,0,16.7,0.6,0
1988,2,11,0,15.6,1.1,0
1988,2,12,0,19.4,3.3,0
1988,2,13,0,19.4,1.7,0
1988,2,14,0,15.6,-0.6,0
1988,2,15,0,17.2,2.8,0
1988,2,16,0,16.7,2.8,0
1988,2,17,0,15,-1.7,0
1988,2,18,11.684,13.3,0.6,0
1988,2,19,0,5.6,-0.6,0
1988,2,20,0,13.3,1.1,0
1988,2,21,0,16.7,3.3,0
1988,2,22,0,16.7,3.3,0
1988,2,23,0,18.3,6.1,0
1988,2,24,0,19.4,7.2,0
1988,2,25,0,17.8,6.7,0
1988,2,26,0,20,5,0
1988,2,27,0,18.9,5,0
1988,2,28,0,20.6,6.7,0
1988,2,29,0,26.1,11.7,0
1988,3,1,0,21.1,12.8,0
1988,3,2,1.016,18.9,12.8,0
1988,3,3,5.08,20.6,11.1,0
1988,3,4,0,23.9,12.8,0
1988,3,5,0,26.7,15.6,0
1988,3,6,0,27.8,13.9,0
1988,3,7,0,26.1,13.9,0
1988,3,8,0,25.6,10,0
1988,3,9,0,28.9,13.3,0
1988,3,10,0,27.2,11.1,0
1988,3,11,0,26.7,8.9,0
1988,3,12,0,15.4082682,-4.399387,1
1988,3,13,0,15.4082682,-3.4764661,1
1988,3,14,0,18.4348038,1.6415498,1
1988,3,15,0,21.5530526,0.2991194,1
1988,3,16,0,19.5353622,5.4171353,1
1988,3,17,0,15.9585474,-1.1272129,1
1988,3,18,0,20,6.7,0
1988,3,19,0,23.3,8.9,0
1988,3,20,0,28.3,11.1,0
1988,3,21,0,28.9,12.2,0
1988,3,22,0,27.8,11.7,0
1988,3,23,0,29.4,12.8,0
1988,3,24,0,30,13.3,0
1988,3,25,0,30.6,14.4,0
1988,3,26,0,32.2,16.1,0
1988,3,27,0,27.8,16.7,0
1988,3,28,0,30,9.4,0
1988,3,29,0,26.7,12.2,0
1988,3,30,0,29.4,13.9,0
1988,3,31,0,21.1,7.2,0
1988,4,1,0,23.9,11.1,0
1988,4,2,0,28.3,13.3,0
1988,4,3,0,30,15,0
1988,4,4,0,31.7,15.6,0
1988,4,5,0,30.6,17.2,0
1988,4,6,0,31.1,16.7,0
1988,4,7,0,31.7,17.2,0
1988,4,8,0,32.2,18.3,0
1988,4,9,0,32.2,11.1,0
1988,4,10,0,26.7,13.3,0
1988,4,11,0,31.7,11.1,0
1988,4,12,0,30,16.1,0
1988,4,13,8.89,26.1,13.3,0
1988,4,14,0,21.7,13.3,0
1988,4,15,7.62,25,10.6,0
1988,4,16,0,17.8,7.2,0
1988,4,17,0.762,20.6,11.7,0
1988,4,18,0,21.7,11.1,0
1988,4,19,0,25.6,11.7,0
1988,4,20,0,26.1,18.3,0
1988,4,21,0,23.3,13.9,0
1988,4,22,0,22.8,8.3,0
1988,4,23,0,25,11.7,0
1988,4,24,0.254,22.8,10,0
1988,4,25,0,27.2,10.6,0
1988,4,26,0,28.9,13.3,0
1988,4,27,0,28.9,16.7,0
1988,4,28,5.08,21.1,12.2,0
1988,4,29,0,25,13.9,0
1988,4,30,0,28.9,16.7,0
1988,5,1,0,26.1,6.1,0
1988,5,2,0.254,23.3,10,0
1988,5,3,0,28.3,12.8,0
1988,5,4,0,28.3,14.4,0
1988,5,5,0,29.4,16.1,0
1988,5,6,0,26.7,7.8,0
1988,5,7,0,25.6,10,0
1988,5,8,0,26.1,10.6,0
1988,5,9,0,28.9,12.8,0
1988,5,10,0,36.7,16.1,0
1988,5,11,0,36.7,16.7,0
1988,5,12,0,30,15.6,0
1988,5,13,0,32.8,18.9,0
1988,5,14,0,33.9,17.8,0
1988,5,15,0,32.8,19.4,0
1988,5,16,0,33.9,18.3,0
1988,5,17,0,30,18.3,0
1988,5,18,0,25,17.8,0
1988,5,19,0,28.3,15,0
1988,5,20,0,28.3,12.8,0
1988,5,21,0,28.9,15.6,0
1988,5,22,0,30.6,15.6,0
1988,5,23,0,32.2,18.9,0
1988,5,24,0,31.1,16.7,0
1988,5,25,0,32.2,17.2,0
1988,5,26,0,33.9,18.3,0
1988,5,27,0,33.9,15.6,0
1988,5,28,0,31.7,17.8,0
1988,5,29,0,29.4,16.7,0
1988,5,30,0,25.6,9.4,0
1988,5,31,0,26.1,13.3,0
1988,6,1,0.254,30,17.8,0
1988,6,2,NA,35,18.3,0
1988,6,3,NA,32.8,20,0
1988,6,4,NA,32.8,18.9,0
1988,6,5,NA,33.3,19.4,0
1988,6,6,NA,31.7,15.6,0
1988,6,7,NA,32.2,16.1,0
1988,6,8,NA,32.2,16.1,0
1988,6,9,NA,33.3,19.4,0
1988,6,10,0,36.1,18.9,0
1988,6,11,0,34.4,17.2,0
1988,6,12,0,32.8,17.2,0
1988,6,13,0,32.2,18.9,0
1988,6,14,0,34.4,19.4,0
1988,6,15,0,32.8,20,0
1988,6,16,0,32.8,20.6,0
1988,6,17,0.762,35.6,22.2,0
1988,6,18,0,32.2,20,0
1988,6,19,0,32.2,20.6,0
1988,6,20,0,33.3,18.3,0
1988,6,21,0,36.1,21.6941039,1
1988,6,22,0,37.8780022,18.9253412,1
1988,6,23,0,37.327723,23.5399457,1
1988,6,24,0,36.3188778,22.1975153,1
1988,6,25,7.112,31.1829386,20.2677716,1
1988,6,26,0,33.7509082,16.0726766,1
1988,6,27,14.986,32.8,18.3,0
1988,6,28,1.27,29.4,19.4,0
1988,6,29,0,31.7,20.6,0
1988,6,30,0,33.9,21.1,0
1988,7,1,0,32.8,19.4,0
1988,7,2,0,33.9,20,0
1988,7,3,0,33.3,22.2,0
1988,7,4,0,34.4,23.3,0
1988,7,5,2.794,34.4,20.6,0
1988,7,6,20.066,33.3,20,0
1988,7,7,0,32.2,21.1,0
1988,7,8,9.652,32.2,20,0
1988,7,9,0.762,30.6,18.9,0
1988,7,10,0.508,29.4,18.9,0
1988,7,11,10.16,31.1,19.4,0
1988,7,12,0,32.2,20,0
1988,7,13,0,32.2,21.1,0
1988,7,14,0,33.9,21.1,0
1988,7,15,7.366,34.4,21.1,0
1988,7,16,0,32.2,21.1,0
1988,7,17,0,32.2,20.6,0
1988,7,18,2.286,31.1,19.4,0
1988,7,19,0,32.2,20,0
1988,7,20,4.572,27.2,20,0
1988,7,21,0,29.4,18.3,0
1988,7,22,0,32.2,20,0
1988,7,23,0,33.9,20,0
1988,7,24,0,35.6,21.7,0
1988,7,25,3.81,23.3,20,0
1988,7,26,0,33.9,21.1,0
1988,7,27,2.032,35,20,0
1988,7,28,0,32.2,21.1,0
1988,7,29,12.7,32.8,18.9,0
1988,7,30,0,29.4,19.4,0
1988,7,31,0,28.9,20.6,0
1988,8,1,3.81,29.4,20.6,0
1988,8,2,0,23.9,19.4,0
1988,8,3,33.782,31.1,20,0
1988,8,4,39.116,28.3,20,0
1988,8,5,15.24,27.8,20,0
1988,8,6,0,29.4,19.4,0
1988,8,7,0,29.4,20,0
1988,8,8,0,30,19.4,0
1988,8,9,0,30.6,20,0
1988,8,10,3.556,33.9,20,0
1988,8,11,0,30.6,20.6,0
1988,8,12,0,32.8,21.1,0
1988,8,13,0,35,20.6,0
1988,8,14,0,35,19.4,0
1988,8,15,9.906,36.1,18.9,0
1988,8,16,3.556,29.4,20,0
1988,8,17,0,26.7,16.7,0
1988,8,18,0,27.2,18.3,0
1988,8,19,21.59,32.2,17.8,0
1988,8,20,0,28.9,17.8,0
1988,8,21,6.604,29.4,18.3,0
1988,8,22,0,28.9,18.9,0
1988,8,23,0,31.1,18.3,0
1988,8,24,0,31.7,17.8,0
1988,8,25,0,35,20.6,0
1988,8,26,4.826,34.4,18.9,0
1988,8,27,5.334,26.1,17.8,0
1988,8,28,0,26.5972786,19.3448507,1
1988,8,29,0,22.2,17.2,0
1988,8,30,0,25.6,16.7,0
1988,8,31,9.144,28.9,16.1,0
1988,9,1,0,27.2,16.1,0
