year,plot,stake,species,abundance
2014,3,73,astr nutt,1
2014,3,71,erod cicu,1
2014,3,71,astr nutt,1
2014,3,51,erod cicu,5
2014,3,51,astr nutt,1
2014,3,53,astr nutt,1
2014,4,11,erod cicu,9
2014,4,13,chae stev,1
2014,4,13,lesq gord,8
2014,4,13,pect recu,2
2014,4,13,astr nutt,2
2014,4,15,erod cicu,4
2014,4,15,astr nutt,4
2014,4,17,chae stev,3
2014,4,17,lesq gord,9
2014,4,17,astr nutt,5
2014,4,57,lesq gord,1
2014,4,57,erod cicu,2
2014,4,55,chae stev,4
2014,4,55,erod cicu,1
2014,4,53,chae stev,4
2014,4,51,chae stev,8
2014,4,51,erod cicu,3
2014,4,71,x,0
2014,4,73,chae stev,3
2014,4,73,desc pinn,1
2014,4,73,astr nutt,2
2014,4,75,chae stev,9
2014,4,75,lesq gord,10
2014,5,71,lesq gord,14
2014,5,71,astr nutt,14
2014,5,71,mala fend,1
2014,5,73,phac ariz,3
2014,5,73,astr nutt,4
2014,5,73,erod cicu,1
2014,5,75,astr nutt,3
2014,5,77,desc pinn,1
2014,5,37,erod cicu,4
2014,5,35,astr nutt,82
2014,5,35,erod cicu,5
2014,5,35,lesq gord,4
2014,5,33,x,0
2014,5,31,x,0
2014,6,71,chae stev,4
2014,6,71,astr nutt,1
2014,6,73,chae stev,1
2014,6,73,phac ariz,4
2014,6,75,phac ariz,4
2014,6,75,astr nutt,7
2014,6,75,lesq gord,6
2014,6,75,sper echi,1
2014,6,75,eria diff,3
2014,6,77,chae stev,5
2014,6,77,phac ariz,2
2014,6,77,desc pinn,22
2014,6,77,lesq gord,1
2014,6,77,astr nutt,1
2014,6,17,lesq gord,4
2014,6,17,phac ariz,5
2014,6,17,astr nutt,11
2014,6,17,desc pinn,1
2014,6,17,erod cicu,2
2014,6,15,erod cicu,1
2014,6,13,x,0
2014,24,11,erod cicu,8
2014,24,11,desc pinn,13
2014,24,11,eria diff,1
2014,24,11,phac ariz,5
2014,24,11,astr nutt,1
2014,24,13,chae stev,4
2014,24,15,lesq gord,14
2014,24,15,chae stev,2
2014,24,17,lesq gord,11
2014,24,17,phac ariz,3
2014,24,17,chae stev,2
2014,24,17,sper echi,5
2014,24,17,eria diff,1
2014,24,17,astr nutt,1
2014,24,17,unk forb,1
2014,24,17,cryp micr,1
2014,24,77,x,0
2014,24,75,chae stev,1
2014,12,17,phac ariz,12
2014,12,17,desc pinn,15
2014,12,17,lesq gord,9
2014,12,17,oeno prim,1
2014,12,15,phac ariz,1
2014,12,15,chae stev,2
2014,12,13,erod cicu,2
2014,12,13,chae stev,1
2014,4,31,chae stev,3
2014,4,31,erod cicu,5
2014,4,31,astr nutt,1
2014,4,33,chae stev,4
2014,4,33,erod cicu,2
2014,4,33,desc pinn,1
2014,4,35,chae stev,1
2014,4,35,erod cicu,1
2014,4,37,chae stev,7
2014,4,37,astr nutt,84
2014,4,37,lesq gord,38
2014,4,71,chae stev,4
2014,4,71,oeno prim,1
2014,4,71,lesq gord,4
2014,4,71,sida spin,1
2014,4,71,erod cicu,2
2014,4,71,astr nutt,2
2014,5,51,x,0
2014,5,53,erod cicu,15
2014,5,53,astr nutt,24
2014,5,55,lesq gord,4
2014,5,55,erod cicu,2
2014,5,55,astr nutt,2
2014,5,57,erod cicu,5
2014,5,57,astr nutt,1
2014,5,17,astr nutt,22
2014,5,17,sper echi,1
2014,5,17,erod cicu,1
2014,5,15,astr nutt,2
2014,5,15,erod cicu,3
2014,5,13,x,0
2014,5,11,x,0
2014,6,51,x,0
2014,6,53,erod cicu,2
2014,6,53,astr nutt,1
2014,6,55,x,0
2014,6,57,phac ariz,2
2014,6,57,chae stev,2
2014,6,37,chae stev,5
2014,6,37,phac ariz,1
2014,6,37,pect recu,1
2014,6,37,desc pinn,3
2014,6,37,astr nutt,1
2014,6,37,lesq gord,1
2014,6,35,erod cicu,1
2014,6,33,erod cicu,1
2014,6,31,erod cicu,2
2014,6,31,astr nutt,1
2014,6,11,x,0
2014,24,31,erod cicu,1
2014,24,33,lesq gord,1
2014,24,33,astr nutt,2
2014,24,33,erod cicu,1
2014,24,33,chae stev,1
2014,24,35,x,0
2014,24,37,astr nutt,1
2014,24,37,eria diff,2
2014,24,57,lesq gord,1
2014,24,57,desc pinn,2
2014,24,57,plan purs,1
2014,24,57,eria diff,1
2014,24,55,x,0
2014,24,53,x,0
2014,24,51,x,0
2014,24,71,erod cicu,3
2014,24,73,chae stev,1
2014,12,37,lesq gord,7
2014,12,37,phac ariz,1
2014,12,37,plan purs,1
2014,12,35,x,0
2014,12,33,chae stev,4
2014,12,31,chae stev,1
2014,12,71,x,0
2014,12,73,chae stev,5
2014,12,73,erod cicu,2
2014,12,73,eria diff,1
2014,12,75,chae stev,1
2014,12,75,astr nutt,1
2014,12,77,x,0
2014,12,57,chae stev,4
2014,12,57,lesq gord,8
2014,12,57,desc pinn,1
2014,12,57,phac ariz,1
2014,11,57,erod cicu,1
2014,11,57,chae stev,3
2014,11,55,phac ariz,1
2014,11,55,astr nutt,1
2014,11,55,chae stev,1
2014,11,53,chae stev,1
2014,11,53,lesq gord,1
2014,11,53,phac ariz,1
2014,11,51,x,0
2014,11,11,phac ariz,1
2014,11,13,lesq gord,2
2014,11,13,phac ariz,8
2014,11,13,chae stev,5
2014,11,13,lina bige,1
2014,11,13,desc pinn,5
2014,11,13,erod cicu,1
2014,11,13,astr nutt,4
2014,11,13,eria diff,1
2014,11,13,mala fend,1
2014,12,11,chae stev,3
2014,12,11,erod cicu,1
2014,12,51,chae stev,8
2014,12,51,lesq gord,3
2014,12,51,phac ariz,1
2014,12,53,erod cicu,1
2014,12,53,chae stev,1
2014,12,55,chae stev,19
2014,12,55,phac ariz,6
2014,12,55,lesq gord,7
2014,12,55,erod cicu,2
2014,12,55,desc pinn,5
2014,12,55,astr nutt,7
2014,12,55,unk forb,1
2014,11,77,chae stev,3
2014,11,75,chae stev,1
2014,11,75,lesq gord,11
2014,11,75,eria diff,1
2014,11,75,plan purs,1
2014,11,73,x,0
2014,11,71,chae stev,1
2014,11,31,chae stev,3
2014,11,31,phac ariz,9
2014,11,31,erod cicu,1
2014,11,31,astr nutt,1
2014,11,33,x,0
2014,11,35,x,0
2014,11,37,chae stev,2
2014,11,17,phac ariz,8
2014,11,17,lesq gord,1
2014,11,17,astr nutt,9
2014,11,15,erod cicu,2
2014,11,15,astr nutt,2
2014,11,15,desc pinn,2
2014,10,77,astr nutt,23
2014,10,75,chae stev,1
2014,10,75,erod cicu,9
2014,10,75,astr nutt,5
2014,10,73,amsi inte,1
2014,10,73,astr nutt,47
2014,10,73,erod cicu,5
2014,10,71,x,0
2014,10,31,x,0
2014,10,33,x,0
2014,10,35,erod cicu,1
2014,10,37,erod cicu,9
2014,10,37,astr nutt,4
2014,10,17,lesq gord,83
2014,10,17,chae stev,2
2014,10,17,astr nutt,29
2014,10,17,erod cicu,4
2014,10,17,plan purs,1
2014,10,17,unk forb,1
2014,10,57,erod cicu,7
2014,10,57,astr nutt,53
2014,10,57,unk forb,1
2014,10,57,lesq gord,4
2014,10,57,phac ariz,1
2014,10,57,lina bige,1
2014,10,55,erod cicu,19
2014,10,55,astr nutt,1
2014,10,53,x,0
2014,10,51,x,0
2014,10,11,x,0
2014,10,13,sper echi,1
2014,10,13,astr nutt,26
2014,10,13,erod cicu,19
2014,10,13,phac ariz,2
2014,10,13,lesq gord,1
2014,10,15,erod cicu,3
2014,10,15,lesq gord,1
2014,10,15,desc pinn,2
2014,10,15,astr nutt,4
2014,10,15,mala fend,1
2014,7,31,astr nutt,1
2014,7,33,x,0
2014,7,35,erod cicu,4
2014,7,35,astr nutt,39
2014,7,37,lesq gord,93
2014,7,37,astr nutt,6
2014,7,77,astr nutt,16
2014,7,75,lepi lasi,3
2014,7,75,desc pinn,1
2014,7,75,astr nutt,20
2014,7,75,erod cicu,1
2014,8,51,eria diff,2
2014,8,53,eria diff,1
2014,8,53,erod cicu,1
2014,8,55,erod cicu,2
2014,8,55,astr nutt,1
2014,8,57,astr nutt,7
2014,8,57,erod cicu,1
2014,8,57,eria diff,1
2014,8,57,desc pinn,2
2014,8,17,eria diff,4
2014,8,17,desc pinn,36
2014,8,17,astr nutt,1
2014,8,17,lina bige,1
2014,9,11,mala fend,2
2014,9,11,eria diff,8
2014,9,11,cryp micr,2
2014,9,11,lapp redo,1
2014,9,11,lina bige,3
2014,9,11,gili sinu,1
2014,9,11,desc pinn,1
2014,9,13,eria diff,17
2014,9,13,lina bige,16
2014,9,13,cryp micr,3
2014,9,13,sper echi,1
2014,9,13,esch mexi,3
2014,9,13,desc pinn,24
2014,9,13,chae stev,4
2014,9,13,phac ariz,1
2014,19,11,hoff dens,1
2014,19,13,chae stev,3
2014,19,13,astr nutt,2
2014,19,15,chae stev,9
2014,19,15,astr nutt,14
2014,19,15,lesq gord,2
2014,19,15,desc pinn,4
2014,19,15,erod cicu,1
2014,19,15,plan purs,1
2014,19,15,lina bige,3
2014,19,17,phac ariz,1
2014,19,77,phac ariz,5
2014,19,77,hoff dens,1
2014,19,77,chae stev,1
2014,18,17,lesq gord,2
2014,18,17,phac ariz,2
2014,18,17,astr nutt,11
2014,18,17,eria diff,2
2014,18,17,erod cicu,1
2014,18,17,chae stev,1
2014,18,17,hoff dens,2
2014,18,15,chae stev,43
2014,18,15,erod cicu,5
2014,18,15,astr nutt,29
2014,18,15,eria diff,3
2014,18,15,plan purs,1
2014,18,15,phac ariz,1
2014,18,15,lepi lasi,2
2014,18,15,lesq gord,1
2014,18,13,chae stev,1
2014,17,17,lesq gord,27
2014,17,17,chae stev,5
2014,17,17,astr nutt,9
2014,17,17,lepi lasi,1
2014,17,17,desc pinn,4
2014,17,15,chae stev,48
2014,17,15,erod cicu,2
2014,17,15,lina bige,2
2014,17,15,astr nutt,6
2014,17,15,lesq gord,6
2014,17,15,phac ariz,2
2014,17,15,desc pinn,2
2014,16,37,erod cicu,1
2014,16,37,astr nutt,1
2014,16,37,mala fend,1
2014,16,35,hoff dens,1
2014,16,33,erod cicu,9
2014,16,33,astr nutt,80
2014,16,31,x,0
2014,16,71,desc pinn,1
2014,16,73,erod cicu,3
2014,16,73,astr nutt,1
2014,7,11,erod cicu,4
2014,7,13,chae stev,2
2014,7,13,astr nutt,17
2014,7,13,phac ariz,1
2014,7,13,desc pinn,1
2014,7,13,lepi lasi,6
2014,7,13,lina bige,1
2014,7,15,x,0
2014,7,17,astr nutt,7
2014,7,17,phac ariz,1
2014,7,17,lepi lasi,1
2014,7,57,erod cicu,2
2014,7,57,astr nutt,2
2014,7,55,desc pinn,1
2014,7,55,lepi lasi,2
2014,7,55,astr nutt,2
2014,7,55,lesq gord,1
2014,7,55,phac ariz,1
2014,7,53,erod cicu,6
2014,7,53,astr nutt,6
2014,7,51,x,0
2014,7,71,x,0
2014,7,73,astr nutt,5
2014,7,73,erod cicu,3
2014,8,71,erod cicu,2
2014,8,73,erod cicu,1
2014,8,75,x,0
2014,8,77,erod cicu,2
2014,8,77,chae stev,1
2014,8,77,astr nutt,2
2014,8,37,astr nutt,6
2014,8,37,desc pinn,1
2014,8,37,eria diff,1
2014,8,37,cryp micr,1
2014,8,35,erod cicu,6
2014,8,35,astr nutt,10
2014,8,35,eria diff,2
2014,8,33,eria diff,10
2014,8,33,desc pinn,12
2014,8,33,astr nutt,13
2014,8,33,erod cicu,2
2014,8,31,eria diff,1
2014,8,31,lina bige,3
2014,8,31,pect recu,1
2014,8,31,desc pinn,5
2014,8,31,phac ariz,1
2014,8,31,astr nutt,2
2014,8,31,erod cicu,1
2014,8,11,erod cicu,3
2014,8,11,phac ariz,1
2014,8,13,oeno prim,4
2014,8,13,erod cicu,1
2014,8,13,phac ariz,1
2014,8,13,desc pinn,7
2014,8,13,astr nutt,4
2014,8,13,sysi irio,1
2014,8,15,desc pinn,5
2014,8,15,astr nutt,18
2014,9,31,x,0
2014,9,33,chae stev,1
2014,9,35,chae stev,1
2014,9,35,erod cicu,1
2014,9,37,astr nutt,1
2014,9,57,x,0
2014,9,55,x,0
2014,9,53,chae stev,1
2014,9,51,x,0
2014,9,71,x,0
2014,9,73,x,0
2014,9,75,phac ariz,1
2014,9,75,desc pinn,2
2014,9,77,phac ariz,1
2014,9,17,erod cicu,1
2014,9,17,esch mexi,2
2014,9,17,sper echi,1
2014,9,15,chae stev,8
2014,9,15,cryp micr,12
2014,9,15,lina bige,5
2014,9,15,plan purs,1
2014,9,15,sper echi,1
2014,9,15,desc pinn,2
2014,9,15,eria diff,7
2014,9,15,astr nutt,2
2014,9,15,mala fend,1
2014,19,31,erod cicu,14
2014,19,31,chae stev,3
2014,19,33,astr nutt,3
2014,19,33,erod cicu,4
2014,19,35,chae stev,1
2014,19,35,lesq gord,1
2014,19,35,desc pinn,1
2014,19,37,chae stev,10
2014,19,37,eria diff,2
2014,19,37,lesq gord,6
2014,19,37,lepi lasi,4
2014,19,37,plan purs,1
2014,19,37,desc pinn,1
2014,19,37,lina bige,1
2014,19,57,chae stev,12
2014,19,57,desc pinn,7
2014,19,57,lesq gord,2
2014,19,57,plan purs,1
2014,19,57,astr nutt,1
2014,19,55,erod cicu,3
2014,19,55,astr nutt,2
2014,19,53,erod cicu,4
2014,19,53,chae stev,4
2014,19,53,astr nutt,2
2014,19,51,chae stev,10
2014,19,71,phac ariz,1
2014,19,73,astr nutt,1
2014,19,75,erod cicu,1
2014,18,37,astr nutt,1
2014,18,35,x,0
2014,18,33,chae stev,1
2014,18,31,chae stev,24
2014,18,31,erod cicu,7
2014,18,31,desc pinn,8
2014,18,31,phac ariz,2
2014,18,31,eria diff,1
2014,18,31,astr nutt,1
2014,18,51,chae stev,8
2014,18,51,astr nutt,2
2014,18,51,erod cicu,5
2014,18,51,plan purs,2
2014,18,51,lepi lasi,14
2014,18,51,eria diff,3
2014,18,51,pani hirt,1
2014,18,53,chae stev,8
2014,18,53,phac ariz,2
2014,18,53,lepi lasi,2
2014,18,53,astr nutt,7
2014,18,53,erod cicu,4
2014,18,55,x,0
2014,18,57,x,0
2014,18,77,phac ariz,1
2014,18,75,chae stev,1
2014,18,75,erod cicu,1
2014,18,73,x,0
2014,18,71,lupi conc,1
2014,18,11,chae stev,1
2014,18,11,erod cicu,9
2014,17,77,chae stev,16
2014,17,77,lesq gord,10
2014,17,77,erod cicu,1
2014,17,75,chae stev,2
2014,17,73,chae stev,16
2014,17,71,chae stev,9
2014,17,51,chae stev,35
2014,17,51,erod cicu,7
2014,17,51,astr nutt,23
2014,17,51,desc pinn,6
2014,17,53,chae stev,1
2014,17,55,chae stev,1
2014,17,57,x,0
2014,17,37,lesq gord,1
2014,17,35,astr nutt,2
2014,17,33,chae stev,4
2014,17,31,chae stev,2
2014,17,31,astr nutt,1
2014,17,11,erod cicu,1
2014,17,13,chae stev,4
2014,16,17,erod cicu,5
2014,16,17,astr nutt,29
2014,16,17,phac ariz,1
2014,16,15,erod cicu,18
2014,16,15,astr nutt,171
2014,16,15,plan purs,1
2014,16,13,erod cicu,1
2014,16,11,erod cicu,6
2014,16,11,astr nutt,2
2014,16,51,erod cicu,1
2014,16,53,erod cicu,6
2014,16,53,desc pinn,1
2014,16,53,astr nutt,15
2014,16,53,pect recu,1
2014,16,55,x,0
2014,16,57,chae stev,1
2014,16,57,desc pinn,3
2014,16,57,lepi lasi,1
2014,16,57,erod cicu,2
2014,16,57,astr nutt,172
2014,16,77,erod cicu,1
2014,16,77,astr nutt,2
2014,16,77,desc pinn,1
2014,16,75,esch mexi,2
2014,16,75,astr nutt,12
2014,16,75,erod cicu,2
2014,23,71,erod cicu,2
2014,23,71,desc pinn,1
2014,23,71,astr nutt,7
2014,23,73,erod cicu,3
2014,23,73,chae stev,2
2014,23,73,astr nutt,1
2014,23,75,erod cicu,17
2014,23,75,chae stev,3
2014,23,75,lesq gord,2
2014,23,75,phac ariz,1
2014,23,75,plan purs,3
2014,23,75,astr nutt,29
2014,23,77,lesq gord,8
2014,23,77,chae stev,2
2014,23,77,astr nutt,101
2014,23,77,esch mexi,1
2014,23,77,erod cicu,3
2014,23,77,plan purs,2
2014,23,77,lina bige,2
2014,23,17,erod cicu,10
2014,23,17,astr nutt,26
2014,23,17,phac ariz,2
2014,23,17,lina bige,3
2014,23,17,lesq gord,2
2014,23,17,pect recu,1
2014,23,15,chae stev,6
2014,23,15,lesq gord,12
2014,23,15,desc pinn,3
2014,23,15,lina bige,3
2014,23,15,eria diff,1
2014,23,15,astr nutt,65
2014,23,13,x,0
2014,23,11,erod cicu,9
2014,23,11,chae stev,1
2014,23,31,x,0
2014,22,17,chae stev,3
2014,22,17,lepi lasi,4
2014,22,17,desc pinn,6
2014,22,17,astr nutt,82
2014,22,17,phac ariz,4
2014,22,17,lina bige,2
2014,22,17,esch mexi,10
2014,22,17,lapp redo,1
2014,22,15,lepi lasi,16
2014,22,15,desc pinn,1
2014,22,15,astr nutt,9
2014,22,15,erod cicu,1
2014,22,13,erod cicu,9
2014,22,13,astr nutt,9
2014,22,13,phac ariz,4
2014,22,13,esch mexi,1
2014,22,13,lina bige,1
2014,22,11,erod cicu,3
2014,22,51,erod cicu,16
2014,22,51,lina bige,7
2014,22,51,esch mexi,4
2014,22,51,desc pinn,1
2014,22,51,sper echi,2
2014,22,51,astr nutt,1
2014,22,53,chae stev,1
2014,22,53,lepi lasi,1
2014,22,55,esch mexi,2
2014,22,55,chae stev,1
2014,22,57,erod cicu,24
2014,22,57,esch mexi,5
2014,22,57,astr nutt,1
2014,22,77,chae stev,1
2014,22,77,esch mexi,8
2014,22,77,lina bige,1
2014,22,77,astr nutt,5
2014,22,75,esch mexi,8
2014,22,75,erod cicu,1
2014,22,75,lepi lasi,1
2014,21,77,lesq gord,1
2014,21,77,phac ariz,1
2014,21,77,erod cicu,5
2014,21,75,esch mexi,5
2014,21,75,erod cicu,12
2014,21,75,lesq gord,2
2014,21,75,phac ariz,1
2014,21,75,desc pinn,5
2014,21,75,lina bige,8
2014,21,75,astr nutt,23
2014,21,73,lesq gord,1
2014,21,73,desc pinn,1
2014,21,73,esch mexi,1
2014,21,73,astr nutt,2
2014,21,71,erod cicu,5
2014,21,71,chae stev,1
2014,21,71,phac ariz,1
2014,21,71,astr nutt,7
2014,21,31,erod cicu,1
2014,21,33,erod cicu,1
2014,21,35,desc pinn,46
2014,21,35,lesq gord,2
2014,21,35,astr nutt,2
2014,21,37,lesq gord,61
2014,21,37,desc pinn,7
2014,21,37,chae stev,1
2014,21,37,astr nutt,22
2014,21,37,erod cicu,2
2014,21,17,esch mexi,1
2014,21,17,lesq gord,23
2014,21,17,desc pinn,13
2014,21,17,astr nutt,7
2014,21,17,eria diff,1
2014,21,17,lina bige,4
2014,21,17,oeno prim,1
2014,21,17,phac ariz,1
2014,21,15,erod cicu,1
2014,20,17,esch mexi,1
2014,20,15,erod cicu,3
2014,20,15,astr nutt,2
2014,20,15,lesq gord,1
2014,20,15,plan purs,1
2014,20,13,erod cicu,1
2014,20,11,chae stev,1
2014,23,51,desc pinn,1
2014,23,53,erod cicu,14
2014,23,53,astr nutt,2
2014,23,55,erod cicu,7
2014,23,55,astr nutt,34
2014,23,55,lesq gord,7
2014,23,55,chae stev,2
2014,23,37,erod cicu,2
2014,23,37,astr nutt,11
2014,23,37,chae stev,1
2014,23,37,lesq gord,1
2014,23,35,x,0
2014,23,57,x,0
2014,23,33,erod cicu,3
2014,23,33,astr nutt,16
2014,23,33,unk forb,1
2014,22,37,erod cicu,5
2014,22,37,astr nutt,1
2014,22,37,esch mexi,2
2014,22,35,esch mexi,7
2014,22,35,erod cicu,4
2014,22,35,astr nutt,22
2014,22,35,lina bige,4
2014,22,35,chae stev,1
2014,22,35,lepi lasi,1
2014,22,33,erod cicu,16
2014,22,33,esch mexi,1
2014,22,31,sper echi,1
2014,22,31,erod cicu,1
2014,22,31,phac ariz,1
2014,22,71,pect recu,4
2014,22,71,desc pinn,2
2014,22,71,lina bige,10
2014,22,71,eria diff,6
2014,22,71,esch mexi,9
2014,22,71,erod cicu,5
2014,22,73,chae stev,1
2014,22,73,esch mexi,5
2014,22,73,desc pinn,7
2014,22,73,lina bige,7
2014,22,73,erod cicu,4
2014,22,73,vulp octo,1
2014,22,73,eria diff,1
2014,21,57,erod cicu,2
2014,21,57,lesq gord,9
2014,21,57,chae stev,3
2014,21,57,esch mexi,5
2014,21,57,astr nutt,4
2014,21,57,desc pinn,5
2014,21,57,lina bige,8
2014,21,55,erod cicu,4
2014,21,55,lesq gord,1
2014,21,55,chae stev,2
2014,21,55,desc pinn,1
2014,21,55,astr nutt,3
2014,21,53,erod cicu,4
2014,21,53,astr nutt,3
2014,21,51,astr nutt,8
2014,21,51,erod cicu,9
2014,21,51,phac ariz,1
2014,21,11,x,0
2014,21,13,esch mexi,5
2014,21,13,chae stev,4
2014,21,13,astr nutt,12
2014,21,13,lesq gord,18
2014,21,13,phac ariz,5
2014,21,13,lina bige,2
2014,21,13,desc pinn,2
2014,21,13,mala fend,1
2014,20,37,lesq gord,5
2014,20,37,esch mexi,4
2014,20,37,lina bige,6
2014,20,37,astr nutt,48
2014,20,37,chae stev,12
2014,20,37,eria diff,2
2014,20,37,desc pinn,3
2014,20,37,mala fend,1
2014,20,37,lepi lasi,2
2014,15,77,x,0
2014,15,75,x,0
2014,15,73,erod cicu,2
2014,15,71,x,0
2014,15,11,chae stev,2
2014,15,13,x,0
2014,14,37,chae stev,1
2014,14,37,phac ariz,3
2014,14,35,chae stev,2
2014,14,33,chae stev,6
2014,14,33,astr nutt,1
2014,14,33,phac ariz,7
2014,14,33,desc pinn,1
2014,14,33,lupi conc,1
2014,14,31,phac ariz,2
2014,14,31,chae stev,5
2014,14,31,erod cicu,1
2014,14,31,astr nutt,3
2014,14,31,desc pinn,1
2014,14,71,x,0
2014,14,73,phac ariz,1
2014,20,51,chae stev,2
2014,20,51,erod cicu,1
2014,20,53,x,0
2014,20,55,erod cicu,15
2014,20,55,chae stev,2
2014,20,57,chae stev,7
2014,20,57,erod cicu,11
2014,20,57,lepi lasi,2
2014,20,57,astr nutt,13
2014,20,57,phac ariz,1
2014,20,57,esch mexi,1
2014,20,77,chae stev,1
2014,20,77,erod cicu,4
2014,20,77,astr nutt,11
2014,20,77,sper echi,1
2014,20,75,x,0
2014,20,73,erod cicu,10
2014,20,73,astr nutt,17
2014,20,73,pect recu,1
2014,20,73,lepi lasi,1
2014,20,71,desc obtu,1
2014,20,71,astr nutt,1
2014,20,31,chae stev,2
2014,20,33,erod cicu,3
2014,20,33,chae stev,4
2014,20,33,lepi lasi,1
2014,20,33,desc pinn,1
2014,20,33,astr nutt,3
2014,20,35,esch mexi,2
2014,20,35,chae stev,2
2014,20,35,desc pinn,3
2014,15,57,phac ariz,4
2014,15,55,x,0
2014,15,53,x,0
2014,15,51,x,0
2014,15,31,x,0
2014,15,33,x,0
2014,15,35,erod cicu,1
2014,15,37,x,0
2014,15,17,plan purs,3
2014,15,17,lesq gord,1
2014,15,15,x,0
2014,14,17,phac ariz,44
2014,14,17,chae stev,4
2014,14,17,plan purs,1
2014,14,17,astr nutt,19
2014,14,17,erod cicu,1
2014,14,17,lepi lasi,1
2014,14,17,mala fend,1
2014,14,15,oeno prim,1
2014,14,15,astr nutt,2
2014,14,13,chae stev,9
2014,14,13,desc pinn,2
2014,14,13,erod cicu,1
2014,14,13,phac ariz,1
2014,14,13,astr nutt,26
2014,14,11,chae stev,1
2014,14,11,astr nutt,2
2014,14,51,erod cicu,1
2014,14,53,chae stev,5
2014,14,53,phac ariz,6
2014,14,55,x,0
2014,14,57,lepi lasi,13
2014,14,57,phac ariz,17
2014,14,57,astr nutt,9
2014,14,57,desc pinn,2
